year,group,sys,topic,n,n_u,n_t,avg,avg_t
2014,UMASS_CIIR,CiirSub2,260,1000,483,517,1.7636684303351,6.15476190476191
2014,UMASS_CIIR,CiirSub2,261,1000,954,46,1.02986611740474,2.70588235294118
2014,UMASS_CIIR,CiirSub2,262,1000,955,45,1.02459016393443,2.14285714285714
2014,UMASS_CIIR,CiirSub2,263,1000,847,153,1.11358574610245,3
2014,UMASS_CIIR,CiirSub2,264,1000,950,50,1.02880658436214,2.27272727272727
2014,UMASS_CIIR,CiirSub2,265,1000,915,85,1.05263157894737,2.42857142857143
2014,UMASS_CIIR,CiirSub2,266,1000,871,129,1.10253583241455,3.58333333333333
2014,UMASS_CIIR,CiirSub2,267,1000,959,41,1.02459016393443,2.41176470588235
2014,UMASS_CIIR,CiirSub2,268,1000,941,59,1.03412616339193,2.26923076923077
2014,UMASS_CIIR,CiirSub2,269,1000,945,55,1.03305785123967,2.39130434782609
2014,UMASS_CIIR,CiirSub2,270,1000,909,91,1.0515247108307,2.16666666666667
2014,UMASS_CIIR,CiirSub2,271,1000,881,119,1.07874865156419,2.58695652173913
2014,UMASS_CIIR,CiirSub2,272,1000,938,62,1.03842159916926,2.48
2014,UMASS_CIIR,CiirSub2,273,1000,887,113,1.07296137339056,2.51111111111111
2014,UMASS_CIIR,CiirSub2,274,1000,847,153,1.11982082866741,3.32608695652174
2014,UMASS_CIIR,CiirSub2,275,1000,989,11,1.00704934541793,2.75
2014,UMASS_CIIR,CiirSub2,276,1000,901,99,1.07066381156317,3
2014,UMASS_CIIR,CiirSub2,277,1000,928,72,1.04384133611691,2.4
2014,UMASS_CIIR,CiirSub2,278,1000,484,516,1.96463654223969,20.64
2014,UMASS_CIIR,CiirSub2,279,1000,851,149,1.0989010989011,2.52542372881356
2014,UMASS_CIIR,CiirSub2,280,1000,906,94,1.06157112526539,2.61111111111111
2014,UMASS_CIIR,CiirSub2,281,1000,823,177,1.13250283125708,2.95
2014,UMASS_CIIR,CiirSub2,282,1000,777,223,1.16009280742459,2.62352941176471
2014,UMASS_CIIR,CiirSub2,283,1000,981,19,1.01010101010101,2.11111111111111
2014,UMASS_CIIR,CiirSub2,284,1000,797,203,1.19047619047619,4.72093023255814
2014,UMASS_CIIR,CiirSub2,285,1000,923,77,1.0482180293501,2.48387096774194
2014,UMASS_CIIR,CiirSub2,286,1000,902,98,1.06723585912487,2.8
2014,UMASS_CIIR,CiirSub2,287,1000,925,75,1.04275286757039,2.20588235294118
2014,UMASS_CIIR,CiirSub2,288,1000,966,34,1.01729399796541,2
2014,UMASS_CIIR,CiirSub2,289,1000,950,50,1.03626943005181,3.33333333333333
2014,UMASS_CIIR,CiirSub2,290,1000,902,98,1.05708245243129,2.22727272727273
2014,UMASS_CIIR,CiirSub2,291,1000,940,60,1.0351966873706,2.30769230769231
2014,UMASS_CIIR,CiirSub2,292,1000,921,79,1.0515247108307,2.63333333333333
2014,UMASS_CIIR,CiirSub2,293,1000,916,84,1.04931794333683,2.27027027027027
2014,UMASS_CIIR,CiirSub2,294,1000,939,61,1.04602510460251,3.58823529411765
2014,UMASS_CIIR,CiirSub2,295,1000,861,139,1.08459869848156,2.27868852459016
2014,UMASS_CIIR,CiirSub2,296,1000,794,206,1.1441647597254,2.575
2014,UMASS_CIIR,CiirSub2,297,1000,761,239,1.17370892018779,2.62637362637363
2014,UMASS_CIIR,CiirSub2,298,1000,948,52,1.03092783505155,2.36363636363636
2014,UMASS_CIIR,CiirSub2,299,1000,892,108,1.07066381156317,2.57142857142857
2014,UMASS_CIIR,CiirSub2,300,1000,866,134,1.08932461873638,2.57692307692308
2014,UMASS_CIIR,CiirWikiRm,251,1000,965,35,1.02145045965271,2.5
2014,UMASS_CIIR,CiirWikiRm,252,1000,885,115,1.07874865156419,2.73809523809524
2014,UMASS_CIIR,CiirWikiRm,253,1000,895,105,1.07758620689655,3.18181818181818
2014,UMASS_CIIR,CiirWikiRm,254,1000,914,86,1.0482180293501,2.15
2014,UMASS_CIIR,CiirWikiRm,255,1000,908,92,1.05042016806723,2.09090909090909
2014,UMASS_CIIR,CiirWikiRm,256,1000,764,236,1.19331742243437,3.18918918918919
2014,UMASS_CIIR,CiirWikiRm,257,1000,872,128,1.08813928182807,2.72340425531915
2014,UMASS_CIIR,CiirWikiRm,258,1000,717,283,1.21951219512195,2.74757281553398
2014,UMASS_CIIR,CiirWikiRm,259,1000,860,140,1.09769484083425,2.74509803921569
2014,UMASS_CIIR,CiirWikiRm,260,1000,762,238,1.21654501216545,3.96666666666667
2014,UMASS_CIIR,CiirWikiRm,261,1000,926,74,1.0482180293501,2.64285714285714
2014,UMASS_CIIR,CiirWikiRm,262,1000,854,146,1.10253583241455,2.75471698113208
2014,UMASS_CIIR,CiirWikiRm,263,1000,872,128,1.08225108225108,2.46153846153846
2014,UMASS_CIIR,CiirWikiRm,264,1000,465,535,1.96463654223969,12.1590909090909
2014,UMASS_CIIR,CiirWikiRm,265,1000,797,203,1.13895216400911,2.50617283950617
2014,UMASS_CIIR,CiirWikiRm,266,1000,897,103,1.06044538706257,2.23913043478261
2014,UMASS_CIIR,CiirWikiRm,267,1000,808,192,1.15340253748558,3.25423728813559
2014,UMASS_CIIR,CiirWikiRm,268,1000,904,96,1.05485232067511,2.18181818181818
2014,UMASS_CIIR,CiirWikiRm,269,1000,853,147,1.10619469026549,2.88235294117647
2014,UMASS_CIIR,CiirWikiRm,270,1000,883,117,1.07642626480086,2.54347826086957
2014,UMASS_CIIR,CiirWikiRm,271,1000,473,527,1.65562913907285,4.02290076335878
2014,UMASS_CIIR,CiirWikiRm,272,1000,685,315,1.33689839572193,5
2014,UMASS_CIIR,CiirWikiRm,273,1000,921,79,1.04712041884817,2.32352941176471
2014,UMASS_CIIR,CiirWikiRm,274,1000,910,90,1.05042016806723,2.14285714285714
2014,UMASS_CIIR,CiirWikiRm,275,1000,924,76,1.04931794333683,2.62068965517241
2014,UMASS_CIIR,CiirWikiRm,276,1000,866,134,1.08932461873638,2.57692307692308
2014,UMASS_CIIR,CiirWikiRm,277,1000,764,236,1.27064803049555,10.2608695652174
2014,UMASS_CIIR,CiirWikiRm,278,1000,826,174,1.10864745011086,2.28947368421053
2014,UMASS_CIIR,CiirWikiRm,279,1000,816,184,1.11731843575419,2.32911392405063
2014,UMASS_CIIR,CiirWikiRm,280,1000,938,62,1.0351966873706,2.21428571428571
2014,UMASS_CIIR,CiirWikiRm,281,1000,895,105,1.08932461873638,4.56521739130435
2014,UMASS_CIIR,CiirWikiRm,282,1000,835,165,1.09769484083425,2.17105263157895
2014,UMASS_CIIR,CiirWikiRm,283,1000,890,110,1.07066381156317,2.5
2014,UMASS_CIIR,CiirWikiRm,284,1000,915,85,1.0515247108307,2.36111111111111
2014,UMASS_CIIR,CiirWikiRm,285,1000,942,58,1.03199174406605,2.14814814814815
2014,UMASS_CIIR,CiirWikiRm,286,1000,879,121,1.08225108225108,2.68888888888889
2014,UMASS_CIIR,CiirWikiRm,287,1000,496,504,1.70648464163823,5.6
2014,UMASS_CIIR,CiirWikiRm,288,1000,951,49,1.02669404517454,2.1304347826087
2014,UMASS_CIIR,CiirWikiRm,289,1000,867,133,1.08813928182807,2.55769230769231
2014,UMASS_CIIR,CiirWikiRm,290,1000,907,93,1.05820105820106,2.44736842105263
2014,UMASS_CIIR,CiirWikiRm,291,1000,777,223,1.14810562571757,2.37234042553192
2014,UMASS_CIIR,CiirWikiRm,292,1000,18,982,43.4782608695652,196.4
2014,UMASS_CIIR,CiirWikiRm,293,1000,527,473,1.75746924428823,11.2619047619048
2014,UMASS_CIIR,CiirWikiRm,294,1000,549,451,1.49476831091181,3.75833333333333
2014,UMASS_CIIR,CiirWikiRm,295,1000,772,228,1.18623962040332,3.2112676056338
2014,UMASS_CIIR,CiirWikiRm,296,1000,770,230,1.22850122850123,5.22727272727273
2014,UMASS_CIIR,CiirWikiRm,297,1000,878,122,1.07991360691145,2.54166666666667
2014,UMASS_CIIR,CiirWikiRm,298,1000,929,71,1.03950103950104,2.15151515151515
2014,UMASS_CIIR,CiirWikiRm,299,1000,888,112,1.08813928182807,3.61290322580645
2014,UMASS_CIIR,CiirWikiRm,300,1000,554,446,1.53374233128834,4.55102040816327
2014,ICTNET,ICTNET14ADR1,251,1000,1000,0,1,
2014,ICTNET,ICTNET14ADR1,252,1000,1000,0,1,
2014,ICTNET,ICTNET14ADR1,253,1000,1000,0,1,
2014,ICTNET,ICTNET14ADR1,254,1000,1000,0,1,
2014,ICTNET,ICTNET14ADR1,255,1000,1000,0,1,
2014,ICTNET,ICTNET14ADR1,256,1000,1000,0,1,
2014,ICTNET,ICTNET14ADR1,257,1000,1000,0,1,
2014,ICTNET,ICTNET14ADR1,258,1000,1000,0,1,
2014,ICTNET,ICTNET14ADR1,259,1000,1000,0,1,
2014,ICTNET,ICTNET14ADR1,260,1000,1000,0,1,
2014,ICTNET,ICTNET14ADR1,261,1000,1000,0,1,
2014,ICTNET,ICTNET14ADR1,262,1000,1000,0,1,
2014,ICTNET,ICTNET14ADR1,263,1000,1000,0,1,
2014,ICTNET,ICTNET14ADR1,264,1000,1000,0,1,
2014,ICTNET,ICTNET14ADR1,265,1000,1000,0,1,
2014,ICTNET,ICTNET14ADR1,266,1000,1000,0,1,
2014,ICTNET,ICTNET14ADR1,267,1000,1000,0,1,
2014,ICTNET,ICTNET14ADR1,268,1000,1000,0,1,
2014,ICTNET,ICTNET14ADR1,269,1000,1000,0,1,
2014,ICTNET,ICTNET14ADR1,270,1000,1000,0,1,
2014,ICTNET,ICTNET14ADR1,271,1000,1000,0,1,
2014,ICTNET,ICTNET14ADR1,272,1000,1000,0,1,
2014,ICTNET,ICTNET14ADR1,273,1000,1000,0,1,
2014,ICTNET,ICTNET14ADR1,274,1000,1000,0,1,
2014,ICTNET,ICTNET14ADR1,275,1000,1000,0,1,
2014,ICTNET,ICTNET14ADR1,276,1000,1000,0,1,
2014,ICTNET,ICTNET14ADR1,277,1000,1000,0,1,
2014,ICTNET,ICTNET14ADR1,278,1000,1000,0,1,
2014,ICTNET,ICTNET14ADR1,279,1000,1000,0,1,
2014,ICTNET,ICTNET14ADR1,280,1000,1000,0,1,
2014,ICTNET,ICTNET14ADR1,281,1000,1000,0,1,
2014,ICTNET,ICTNET14ADR1,282,1000,1000,0,1,
2014,ICTNET,ICTNET14ADR1,283,1000,1000,0,1,
2014,ICTNET,ICTNET14ADR1,284,1000,1000,0,1,
2014,ICTNET,ICTNET14ADR1,285,1000,1000,0,1,
2014,ICTNET,ICTNET14ADR1,286,1000,1000,0,1,
2014,ICTNET,ICTNET14ADR1,287,1000,1000,0,1,
2014,ICTNET,ICTNET14ADR1,288,1000,1000,0,1,
2014,ICTNET,ICTNET14ADR1,289,1000,1000,0,1,
2014,ICTNET,ICTNET14ADR1,290,1000,1000,0,1,
2014,ICTNET,ICTNET14ADR1,291,1000,1000,0,1,
2014,ICTNET,ICTNET14ADR1,292,1000,1000,0,1,
2014,ICTNET,ICTNET14ADR1,293,1000,1000,0,1,
2014,ICTNET,ICTNET14ADR1,294,1000,1000,0,1,
2014,ICTNET,ICTNET14ADR1,295,1000,1000,0,1,
2014,ICTNET,ICTNET14ADR1,296,1000,1000,0,1,
2014,ICTNET,ICTNET14ADR1,297,1000,1000,0,1,
2014,ICTNET,ICTNET14ADR1,298,1000,1000,0,1,
2014,ICTNET,ICTNET14ADR1,299,1000,1000,0,1,
2014,ICTNET,ICTNET14ADR1,300,1000,1000,0,1,
2014,ICTNET,ICTNET14ADR2,251,1000,1000,0,1,
2014,ICTNET,ICTNET14ADR2,252,1000,1000,0,1,
2014,ICTNET,ICTNET14ADR2,253,1000,1000,0,1,
2014,ICTNET,ICTNET14ADR2,254,1000,1000,0,1,
2014,ICTNET,ICTNET14ADR2,255,1000,1000,0,1,
2014,ICTNET,ICTNET14ADR2,256,1000,1000,0,1,
2014,ICTNET,ICTNET14ADR2,257,1000,1000,0,1,
2014,ICTNET,ICTNET14ADR2,258,1000,1000,0,1,
2014,ICTNET,ICTNET14ADR2,259,1000,1000,0,1,
2014,ICTNET,ICTNET14ADR2,260,1000,1000,0,1,
2014,ICTNET,ICTNET14ADR2,261,1000,1000,0,1,
2014,ICTNET,ICTNET14ADR2,262,1000,1000,0,1,
2014,ICTNET,ICTNET14ADR2,263,1000,1000,0,1,
2014,ICTNET,ICTNET14ADR2,264,1000,1000,0,1,
2014,ICTNET,ICTNET14ADR2,265,1000,1000,0,1,
2014,ICTNET,ICTNET14ADR2,266,1000,1000,0,1,
2014,ICTNET,ICTNET14ADR2,267,1000,1000,0,1,
2014,ICTNET,ICTNET14ADR2,268,1000,1000,0,1,
2014,ICTNET,ICTNET14ADR2,269,1000,1000,0,1,
2014,ICTNET,ICTNET14ADR2,270,1000,1000,0,1,
2014,ICTNET,ICTNET14ADR2,271,1000,1000,0,1,
2014,ICTNET,ICTNET14ADR2,272,1000,1000,0,1,
2014,ICTNET,ICTNET14ADR2,273,1000,1000,0,1,
2014,ICTNET,ICTNET14ADR2,274,1000,1000,0,1,
2014,ICTNET,ICTNET14ADR2,275,1000,1000,0,1,
2014,ICTNET,ICTNET14ADR2,276,1000,1000,0,1,
2014,ICTNET,ICTNET14ADR2,277,1000,1000,0,1,
2014,ICTNET,ICTNET14ADR2,278,1000,1000,0,1,
2014,ICTNET,ICTNET14ADR2,279,1000,1000,0,1,
2014,ICTNET,ICTNET14ADR2,280,1000,1000,0,1,
2014,ICTNET,ICTNET14ADR2,281,1000,1000,0,1,
2014,ICTNET,ICTNET14ADR2,282,1000,1000,0,1,
2014,ICTNET,ICTNET14ADR2,283,1000,1000,0,1,
2014,ICTNET,ICTNET14ADR2,284,1000,1000,0,1,
2014,ICTNET,ICTNET14ADR2,285,1000,1000,0,1,
